NEWID,WMLE
52065318ÿ,-0.18
52065319ÿ,-0.18
52065320ÿ,-0.18
52065321ÿ,-0.18
52065322ÿ,-0.18
52075323ÿ,-3.36
52075324ÿ,-3.36
52075325ÿ,-3.36
52075326ÿ,-3.36
52075327ÿ,-3.36
52075328ÿ,-3.36
52075329ÿ,-3.36
52085330ÿ,-0.18
52085331ÿ,-0.18
52085332ÿ,-0.18
52085333ÿ,-0.18
52085334ÿ,-0.18
52085335ÿ,-0.18
52085336ÿ,-0.18
52085337ÿ,-0.18
52085338ÿ,-0.18
52085339ÿ,-0.18
52085340ÿ,-0.18
52085341ÿ,-0.18
52085342ÿ,-0.18
52085343ÿ,-0.18
52085344ÿ,-0.18
52085345ÿ,-0.18
52085346ÿ,-0.18
52085347ÿ,-0.18
52085348ÿ,-0.18
52085349ÿ,-0.18
52085350ÿ,-0.18
52085351ÿ,-0.18
52085352ÿ,-0.18
52085353ÿ,-0.18
52085354ÿ,-0.18
52085355ÿ,-0.18
52085356ÿ,-0.18
52085357ÿ,-0.18
52085358ÿ,-0.18
52085359ÿ,-0.18
52085360ÿ,-0.18
52085361ÿ,-0.18
52095362ÿ,-0.87
52095363ÿ,-0.87
52095364ÿ,-0.87
52095365ÿ,-0.87
52095366ÿ,-0.87
52095367ÿ,-0.87
52095368ÿ,-0.87
52095369ÿ,-0.87
52095370ÿ,-0.87
52095371ÿ,-0.87
52095372ÿ,-0.87
52095373ÿ,-0.87
52095374ÿ,-0.87
52095375ÿ,-0.87
52095376ÿ,-0.87
52095377ÿ,-0.87
52095378ÿ,-0.87
52095379ÿ,-0.87
52095380ÿ,-0.87
52095381ÿ,-0.87
52095382ÿ,-0.87
52105383ÿ,-2.41
52105384ÿ,-2.41
52105385ÿ,-2.41
52105386ÿ,-2.41
52105387ÿ,-2.41
52115388ÿ,-2.41
52115389ÿ,-2.41
52115390ÿ,-2.41
52115391ÿ,-2.41
52115392ÿ,-2.41
52115393ÿ,-2.41
52115394ÿ,-2.41
52115395ÿ,-2.41
52115396ÿ,-2.41
52115397ÿ,-2.41
52115398ÿ,-2.41
52115399ÿ,-2.41
52115400ÿ,-2.41
52115401ÿ,-2.41
52115402ÿ,-2.41
52115403ÿ,-2.41
52115404ÿ,-2.41
52115405ÿ,-2.41
52115406ÿ,-2.41
52115407ÿ,-2.41
52115408ÿ,-2.41
52115409ÿ,-2.41
52115410ÿ,-2.41
52115411ÿ,-2.41
52115412ÿ,-2.41
52115413ÿ,-2.41
52115414ÿ,-2.41
52115415ÿ,-2.41
52115416ÿ,-2.41
52115417ÿ,-2.41
52115418ÿ,-2.41
52115419ÿ,-2.41
52125420ÿ,-0.18
52125421ÿ,-0.18
52125422ÿ,-0.18
52125423ÿ,-0.18
52125424ÿ,-0.18
52125425ÿ,-0.18
52125426ÿ,-0.18
52125427ÿ,-0.18
52125428ÿ,-0.18
52125429ÿ,-0.18
52125430ÿ,-0.18
52125431ÿ,-0.18
52125432ÿ,-0.18
52125433ÿ,-0.18
52125434ÿ,-0.18
52125435ÿ,-0.18
52125436ÿ,-0.18
52125437ÿ,-0.18
52125438ÿ,-0.18
52125439ÿ,-0.18
52125440ÿ,-0.18
52125441ÿ,-0.18
52125442ÿ,-0.18
52125443ÿ,-0.18
52125444ÿ,-0.18
52125445ÿ,-0.18
52125446ÿ,-0.18
52125447ÿ,-0.18
52125448ÿ,-0.18
52125449ÿ,-0.18
52125450ÿ,-0.18
52125451ÿ,-0.18
52125452ÿ,-0.18
52135453ÿ,2.38
52135454ÿ,2.38
52135455ÿ,2.38
52135456ÿ,2.38
52135457ÿ,2.38
52135458ÿ,2.38
52135459ÿ,2.38
52135460ÿ,2.38
52135461ÿ,2.38
52135462ÿ,2.38
52135463ÿ,2.38
52135464ÿ,2.38
52135465ÿ,2.38
52135466ÿ,2.38
52135467ÿ,2.38
52135468ÿ,2.38
52135469ÿ,2.38
52135470ÿ,2.38
52135471ÿ,2.38
52135472ÿ,2.38
52135473ÿ,2.38
52135474ÿ,2.38
52135475ÿ,2.38
52135476ÿ,2.38
52135477ÿ,2.38
52135478ÿ,2.38
52135479ÿ,2.38
52135480ÿ,2.38
52135481ÿ,2.38
52135482ÿ,2.38
52135483ÿ,2.38
52135484ÿ,2.38
52145485ÿ,-0.87
52145486ÿ,-0.87
52145487ÿ,-0.87
52145488ÿ,-0.87
52145489ÿ,-0.87
52145490ÿ,-0.87
52145491ÿ,-0.87
52145492ÿ,-0.87
52145493ÿ,-0.87
52145494ÿ,-0.87
52145495ÿ,-0.87
52145496ÿ,-0.87
52145497ÿ,-0.87
52145498ÿ,-0.87
52145499ÿ,-0.87
52145500ÿ,-0.87
52145501ÿ,-0.87
52155502ÿ,0.17
52155503ÿ,0.17
52155504ÿ,0.17
52155505ÿ,0.17
52155506ÿ,0.17
52155507ÿ,0.17
52155508ÿ,0.17
52155509ÿ,0.17
52155510ÿ,0.17
52155511ÿ,0.17
52155512ÿ,0.17
52155513ÿ,0.17
52155514ÿ,0.17
52155515ÿ,0.17
52155516ÿ,0.17
52155517ÿ,0.17
52155518ÿ,0.17
52155519ÿ,0.17
52155520ÿ,0.17
52155521ÿ,0.17
52155522ÿ,0.17
52155523ÿ,0.17
52155524ÿ,0.17
52155525ÿ,0.17
52155526ÿ,0.17
52155527ÿ,0.17
52155528ÿ,0.17
52155529ÿ,0.17
52155530ÿ,0.17
52155531ÿ,0.17
52165532ÿ,1.23
52165533ÿ,1.23
52165534ÿ,1.23
52165535ÿ,1.23
52165536ÿ,1.23
52165537ÿ,1.23
52165538ÿ,1.23
52165539ÿ,1.23
52165540ÿ,1.23
52165541ÿ,1.23
52165542ÿ,1.23
52165543ÿ,1.23
52165544ÿ,1.23
52165545ÿ,1.23
52165546ÿ,1.23
52165547ÿ,1.23
52165548ÿ,1.23
52165549ÿ,1.23
52165550ÿ,1.23
52165551ÿ,1.23
52165552ÿ,1.23
52165553ÿ,1.23
52165554ÿ,1.23
52165555ÿ,1.23
52165556ÿ,1.23
52165557ÿ,1.23
52165558ÿ,1.23
52165559ÿ,1.23
52165560ÿ,1.23
52165561ÿ,1.23
52165562ÿ,1.23
52165563ÿ,1.23
52165564ÿ,1.23
52165565ÿ,1.23
52165566ÿ,1.23
52175567ÿ,-1.6
52175568ÿ,-1.6
52175569ÿ,-1.6
52175570ÿ,-1.6
52175571ÿ,-1.6
52175572ÿ,-1.6
52175573ÿ,-1.6
52175574ÿ,-1.6
52175575ÿ,-1.6
52175576ÿ,-1.6
52175577ÿ,-1.6
52175578ÿ,-1.6
52175579ÿ,-1.6
52175580ÿ,-1.6
52175581ÿ,-1.6
52175582ÿ,-1.6
52175583ÿ,-1.6
52175584ÿ,-1.6
52185585ÿ,-3.36
52185586ÿ,-3.36
52185587ÿ,-3.36
52185588ÿ,-3.36
52185589ÿ,-3.36
52185590ÿ,-3.36
52185591ÿ,-3.36
52185592ÿ,-3.36
52185593ÿ,-3.36
52185594ÿ,-3.36
52185595ÿ,-3.36
52185596ÿ,-3.36
52185597ÿ,-3.36
52185598ÿ,-3.36
52185599ÿ,-3.36
52185600ÿ,-3.36
52185601ÿ,-3.36
52185602ÿ,-3.36
52185603ÿ,-3.36
52185604ÿ,-3.36
52185605ÿ,-3.36
52185606ÿ,-3.36
52185607ÿ,-3.36
52185608ÿ,-3.36
52185609ÿ,-3.36
52185610ÿ,-3.36
52185611ÿ,-3.36
52185612ÿ,-3.36
52185613ÿ,-3.36
52185614ÿ,-3.36
52185615ÿ,-3.36
52185616ÿ,-3.36
52185617ÿ,-3.36
52185618ÿ,-3.36
52195619ÿ,-1.6
52195620ÿ,-1.6
52195621ÿ,-1.6
52195622ÿ,-1.6
52205623ÿ,-2.41
52205624ÿ,-2.41
52205625ÿ,-2.41
52205626ÿ,-2.41
52205627ÿ,-2.41
52205628ÿ,-2.41
52205629ÿ,-2.41
52205630ÿ,-2.41
52205631ÿ,-2.41
52205632ÿ,-2.41
52205633ÿ,-2.41
52205634ÿ,-2.41
52205635ÿ,-2.41
52205636ÿ,-2.41
52205637ÿ,-2.41
52205638ÿ,-2.41
52205639ÿ,-2.41
52205640ÿ,-2.41
52205641ÿ,-2.41
52205642ÿ,-2.41
52215643ÿ,-1.23
52215644ÿ,-1.23
52215645ÿ,-1.23
52215646ÿ,-1.23
52215647ÿ,-1.23
52215648ÿ,-1.23
52225649ÿ,-3.36
52225650ÿ,-3.36
52225651ÿ,-3.36
52225652ÿ,-3.36
52225653ÿ,-3.36
52225654ÿ,-3.36
52225655ÿ,-3.36
52225656ÿ,-3.36
52225657ÿ,-3.36
52225658ÿ,-3.36
52225659ÿ,-3.36
52225660ÿ,-3.36
52225661ÿ,-3.36
52225662ÿ,-3.36
52225663ÿ,-3.36
52225664ÿ,-3.36
52225665ÿ,-3.36
52225666ÿ,-3.36
52225667ÿ,-3.36
52225668ÿ,-3.36
52225669ÿ,-3.36
52225670ÿ,-3.36
52225671ÿ,-3.36
52225672ÿ,-3.36
52225673ÿ,-3.36
52225674ÿ,-3.36
52225675ÿ,-3.36
52225676ÿ,-3.36
52225677ÿ,-3.36
52245706ÿ,-2.86
52245707ÿ,-2.86
52245708ÿ,-2.86
52245709ÿ,-2.86
52245710ÿ,-2.86
52245711ÿ,-2.86
52245712ÿ,-2.86
52245713ÿ,-2.86
52245714ÿ,-2.86
52245715ÿ,-2.86
52245716ÿ,-2.86
52245717ÿ,-2.86
52245718ÿ,-2.86
52245719ÿ,-2.86
52245720ÿ,-2.86
52245721ÿ,-2.86
52245722ÿ,-2.86
52245723ÿ,-2.86
52245724ÿ,-2.86
52245725ÿ,-2.86
52245726ÿ,-2.86
52255727ÿ,-1.6
52255728ÿ,-1.6
52255729ÿ,-1.6
52255730ÿ,-1.6
52255731ÿ,-1.6
52255732ÿ,-1.6
52255733ÿ,-1.6
52255734ÿ,-1.6
52255735ÿ,-1.6
52255736ÿ,-1.6
52265737ÿ,-0.18
52265738ÿ,-0.18
52265739ÿ,-0.18
52265740ÿ,-0.18
52265741ÿ,-0.18
52265742ÿ,-0.18
52265743ÿ,-0.18
52265744ÿ,-0.18
52265745ÿ,-0.18
52265746ÿ,-0.18
52265747ÿ,-0.18
52265748ÿ,-0.18
52265749ÿ,-0.18
52265750ÿ,-0.18
52265751ÿ,-0.18
52265752ÿ,-0.18
52265753ÿ,-0.18
52265754ÿ,-0.18
52265755ÿ,-0.18
52265756ÿ,-0.18
52265757ÿ,-0.18
52265758ÿ,-0.18
52265759ÿ,-0.18
52265760ÿ,-0.18
52265761ÿ,-0.18
52265762ÿ,-0.18
52265763ÿ,-0.18
52265764ÿ,-0.18
52265765ÿ,-0.18
52265766ÿ,-0.18
52265767ÿ,-0.18
52275768ÿ,0.88
52275769ÿ,0.88
52275770ÿ,0.88
52275771ÿ,0.88
52275772ÿ,0.88
52275773ÿ,0.88
52275774ÿ,0.88
52275775ÿ,0.88
52275776ÿ,0.88
52285777ÿ,-1.6
52285778ÿ,-1.6
52285779ÿ,-1.6
52285780ÿ,-1.6
52285781ÿ,-1.6
52285782ÿ,-1.6
52285783ÿ,-1.6
52285784ÿ,-1.6
52285785ÿ,-1.6
52285786ÿ,-1.6
52285787ÿ,-1.6
52285788ÿ,-1.6
52285789ÿ,-1.6
52285790ÿ,-1.6
52285791ÿ,-1.6
52285792ÿ,-1.6
52285793ÿ,-1.6
52285794ÿ,-1.6
52285795ÿ,-1.6
52285796ÿ,-1.6
52285797ÿ,-1.6
52285798ÿ,-1.6
52285799ÿ,-1.6
52285800ÿ,-1.6
52285801ÿ,-1.6
52285802ÿ,-1.6
52285803ÿ,-1.6
52285804ÿ,-1.6
52285805ÿ,-1.6
52285806ÿ,-1.6
52285807ÿ,-1.6
52285808ÿ,-1.6
52285809ÿ,-1.6
52285810ÿ,-1.6
52295811ÿ,-2.41
52295812ÿ,-2.41
52295813ÿ,-2.41
52295814ÿ,-2.41
52295815ÿ,-2.41
52295816ÿ,-2.41
52295817ÿ,-2.41
52295818ÿ,-2.41
52295819ÿ,-2.41
52295820ÿ,-2.41
52295821ÿ,-2.41
52295822ÿ,-2.41
52295823ÿ,-2.41
52295824ÿ,-2.41
52295825ÿ,-2.41
52295826ÿ,-2.41
52295827ÿ,-2.41
52295828ÿ,-2.41
52295829ÿ,-2.41
52295830ÿ,-2.41
52295831ÿ,-2.41
52295832ÿ,-2.41
52295833ÿ,-2.41
52295834ÿ,-2.41
52295835ÿ,-2.41
52295836ÿ,-2.41
52295837ÿ,-2.41
52295838ÿ,-2.41
52295839ÿ,-2.41
52295840ÿ,-2.41
52295841ÿ,-2.41
52295842ÿ,-2.41
52295843ÿ,-2.41
52295844ÿ,-2.41
52305845ÿ,-1.23
52305846ÿ,-1.23
52305847ÿ,-1.23
52305848ÿ,-1.23
52305849ÿ,-1.23
52305850ÿ,-1.23
52305851ÿ,-1.23
52305852ÿ,-1.23
52305853ÿ,-1.23
52305854ÿ,-1.23
52305855ÿ,-1.23
52305856ÿ,-1.23
52315857ÿ,-1.6
52315858ÿ,-1.6
52315859ÿ,-1.6
52315860ÿ,-1.6
52315861ÿ,-1.6
52315862ÿ,-1.6
52315863ÿ,-1.6
52315864ÿ,-1.6
52315865ÿ,-1.6
52315866ÿ,-1.6
52315867ÿ,-1.6
52315868ÿ,-1.6
52315869ÿ,-1.6
52315870ÿ,-1.6
52315871ÿ,-1.6
52315872ÿ,-1.6
52315873ÿ,-1.6
52315874ÿ,-1.6
52315875ÿ,-1.6
52315876ÿ,-1.6
52315877ÿ,-1.6
52315878ÿ,-1.6
52315879ÿ,-1.6
52315880ÿ,-1.6
52315881ÿ,-1.6
52315882ÿ,-1.6
52315883ÿ,-1.6
52315884ÿ,-1.6
52315885ÿ,-1.6
52315886ÿ,-1.6
52315887ÿ,-1.6
52315888ÿ,-1.6
52325889ÿ,-0.87
52325890ÿ,-0.87
52325891ÿ,-0.87
52325892ÿ,-0.87
52325893ÿ,-0.87
52325894ÿ,-0.87
52325895ÿ,-0.87
52325896ÿ,-0.87
52325897ÿ,-0.87
52325898ÿ,-0.87
52325899ÿ,-0.87
52325900ÿ,-0.87
52325901ÿ,-0.87
52325902ÿ,-0.87
52325903ÿ,-0.87
52325904ÿ,-0.87
52325905ÿ,-0.87
52325906ÿ,-0.87
52325907ÿ,-0.87
52325908ÿ,-0.87
52325909ÿ,-0.87
52325910ÿ,-0.87
52325911ÿ,-0.87
52325912ÿ,-0.87
52325913ÿ,-0.87
52325914ÿ,-0.87
52325915ÿ,-0.87
52325916ÿ,-0.87
52325917ÿ,-0.87
52335918ÿ,-1.99
52335919ÿ,-1.99
52335920ÿ,-1.99
52335921ÿ,-1.99
52335922ÿ,-1.99
52335923ÿ,-1.99
52345924ÿ,-1.99
52345925ÿ,-1.99
52345926ÿ,-1.99
52345927ÿ,-1.99
52345928ÿ,-1.99
52345929ÿ,-1.99
52345930ÿ,-1.99
52345931ÿ,-1.99
52345932ÿ,-1.99
52345933ÿ,-1.99
52345934ÿ,-1.99
52345935ÿ,-1.99
52345936ÿ,-1.99
52345937ÿ,-1.99
52345938ÿ,-1.99
52345939ÿ,-1.99
52345940ÿ,-1.99
52345941ÿ,-1.99
52345942ÿ,-1.99
52345943ÿ,-1.99
52345944ÿ,-1.99
52345945ÿ,-1.99
52345946ÿ,-1.99
52355947ÿ,-2.86
52355948ÿ,-2.86
52355949ÿ,-2.86
52355950ÿ,-2.86
52355951ÿ,-2.86
52355952ÿ,-2.86
52355953ÿ,-2.86
52355954ÿ,-2.86
52355955ÿ,-2.86
52355956ÿ,-2.86
52365957ÿ,1.23
52365958ÿ,1.23
52365959ÿ,1.23
52365960ÿ,1.23
52365961ÿ,1.23
52365962ÿ,1.23
52365963ÿ,1.23
52365964ÿ,1.23
52365965ÿ,1.23
52365966ÿ,1.23
52365967ÿ,1.23
52365968ÿ,1.23
52365969ÿ,1.23
52365970ÿ,1.23
52365971ÿ,1.23
52365972ÿ,1.23
52365973ÿ,1.23
52375974ÿ,0.17
52375975ÿ,0.17
52375976ÿ,0.17
52375977ÿ,0.17
52375978ÿ,0.17
52375979ÿ,0.17
52375980ÿ,0.17
52375981ÿ,0.17
52385982ÿ,-1.23
52385983ÿ,-1.23
52385984ÿ,-1.23
52385985ÿ,-1.23
52385986ÿ,-1.23
52395987ÿ,-1.23
52395988ÿ,-1.23
52395989ÿ,-1.23
52395990ÿ,-1.23
52395991ÿ,-1.23
52395992ÿ,-1.23
52395993ÿ,-1.23
52395994ÿ,-1.23
52395995ÿ,-1.23
52395996ÿ,-1.23
52395997ÿ,-1.23
52395998ÿ,-1.23
52395999ÿ,-1.23
52396000ÿ,-1.23
52396001ÿ,-1.23
52396002ÿ,-1.23
52396003ÿ,-1.23
52396004ÿ,-1.23
52396005ÿ,-1.23
52396006ÿ,-1.23
52396007ÿ,-1.23
52396008ÿ,-1.23
52396009ÿ,-1.23
52396010ÿ,-1.23
52396011ÿ,-1.23
52396012ÿ,-1.23
52396013ÿ,-1.23
52396014ÿ,-1.23
52396015ÿ,-1.23
52396016ÿ,-1.23
52396017ÿ,-1.23
52396018ÿ,-1.23
52406019ÿ,1.23
52406020ÿ,1.23
52406021ÿ,1.23
52406022ÿ,1.23
52406023ÿ,1.23
52406024ÿ,1.23
52406025ÿ,1.23
52406026ÿ,1.23
52406027ÿ,1.23
52406028ÿ,1.23
52406029ÿ,1.23
52406030ÿ,1.23
52406031ÿ,1.23
52406032ÿ,1.23
52406033ÿ,1.23
52406034ÿ,1.23
52406035ÿ,1.23
60010001ÿ,2.38
60010002ÿ,2.38
60010003ÿ,2.38
60010004ÿ,2.38
60010005ÿ,2.38
60010006ÿ,2.38
60010007ÿ,2.38
60010008ÿ,2.38
60010009ÿ,2.38
60010010ÿ,2.38
60010011ÿ,2.38
60010012ÿ,2.38
60010013ÿ,2.38
60010014ÿ,2.38
60010015ÿ,2.38
60010016ÿ,2.38
60010017ÿ,2.38
60010018ÿ,2.38
60010019ÿ,2.38
60010020ÿ,2.38
60010021ÿ,2.38
60010022ÿ,2.38
60010023ÿ,2.38
60010024ÿ,2.38
60010025ÿ,2.38
60010026ÿ,2.38
60010027ÿ,2.38
60010028ÿ,2.38
60010029ÿ,2.38
60010030ÿ,2.38
60010031ÿ,2.38
60010032ÿ,2.38
60010033ÿ,2.38
60020034ÿ,-1.23
60020035ÿ,-1.23
60020036ÿ,-1.23
60020037ÿ,-1.23
60020038ÿ,-1.23
60020039ÿ,-1.23
60020040ÿ,-1.23
60020041ÿ,-1.23
60020042ÿ,-1.23
60020043ÿ,-1.23
60020044ÿ,-1.23
60020045ÿ,-1.23
60020046ÿ,-1.23
60020047ÿ,-1.23
60020048ÿ,-1.23
60020049ÿ,-1.23
60020050ÿ,-1.23
60020051ÿ,-1.23
60020052ÿ,-1.23
60020053ÿ,-1.23
60020054ÿ,-1.23
60020055ÿ,-1.23
60020056ÿ,-1.23
60020057ÿ,-1.23
60020058ÿ,-1.23
60020059ÿ,-1.23
60020060ÿ,-1.23
60020061ÿ,-1.23
60020062ÿ,-1.23
60020063ÿ,-1.23
60020064ÿ,-1.23
60020065ÿ,-1.23
60020066ÿ,-1.23
60020067ÿ,-1.23
60020068ÿ,-1.23
60030069ÿ,1.23
60030070ÿ,1.23
60030071ÿ,1.23
60030072ÿ,1.23
60030073ÿ,1.23
60030074ÿ,1.23
60030075ÿ,1.23
60030076ÿ,1.23
60030077ÿ,1.23
60030078ÿ,1.23
60030079ÿ,1.23
60030080ÿ,1.23
60030081ÿ,1.23
60030082ÿ,1.23
60030083ÿ,1.23
60030084ÿ,1.23
60030085ÿ,1.23
60030086ÿ,1.23
60030087ÿ,1.23
60030088ÿ,1.23
60030089ÿ,1.23
60030090ÿ,1.23
60030091ÿ,1.23
60030092ÿ,1.23
60030093ÿ,1.23
60030094ÿ,1.23
60030095ÿ,1.23
60030096ÿ,1.23
60030097ÿ,1.23
60030098ÿ,1.23
60030099ÿ,1.23
60030100ÿ,1.23
60030101ÿ,1.23
60030102ÿ,1.23
60030103ÿ,1.23
60040104ÿ,1.6
60040105ÿ,1.6
60040106ÿ,1.6
60040107ÿ,1.6
60040108ÿ,1.6
60040109ÿ,1.6
60040110ÿ,1.6
60040111ÿ,1.6
60040112ÿ,1.6
60040113ÿ,1.6
60040114ÿ,1.6
60040115ÿ,1.6
60040116ÿ,1.6
60040117ÿ,1.6
60040118ÿ,1.6
60040119ÿ,1.6
60040120ÿ,1.6
60040121ÿ,1.6
60040122ÿ,1.6
60040123ÿ,1.6
60040124ÿ,1.6
60040125ÿ,1.6
60040126ÿ,1.6
60040127ÿ,1.6
60040128ÿ,1.6
60040129ÿ,1.6
60040130ÿ,1.6
60040131ÿ,1.6
60040132ÿ,1.6
60040133ÿ,1.6
60040134ÿ,1.6
60040135ÿ,1.6
60040136ÿ,1.6
60040137ÿ,1.6
60040138ÿ,1.6
60050139ÿ,-1.6
60050140ÿ,-1.6
60050141ÿ,-1.6
60050142ÿ,-1.6
60050143ÿ,-1.6
60050144ÿ,-1.6
60050145ÿ,-1.6
60050146ÿ,-1.6
60050147ÿ,-1.6
60050148ÿ,-1.6
60050149ÿ,-1.6
60050150ÿ,-1.6
60050151ÿ,-1.6
60050152ÿ,-1.6
60050153ÿ,-1.6
60050154ÿ,-1.6
60050155ÿ,-1.6
60050156ÿ,-1.6
60050157ÿ,-1.6
60050158ÿ,-1.6
60050159ÿ,-1.6
60050160ÿ,-1.6
60050161ÿ,-1.6
60050162ÿ,-1.6
60050163ÿ,-1.6
60050164ÿ,-1.6
60050165ÿ,-1.6
60050166ÿ,-1.6
60050167ÿ,-1.6
60050168ÿ,-1.6
60050169ÿ,-1.6
60050170ÿ,-1.6
60050171ÿ,-1.6
60060172ÿ,2.83
60060173ÿ,2.83
60060174ÿ,2.83
60060175ÿ,2.83
60060176ÿ,2.83
60060177ÿ,2.83
60060178ÿ,2.83
60060179ÿ,2.83
60060180ÿ,2.83
60060181ÿ,2.83
60060182ÿ,2.83
60060183ÿ,2.83
60060184ÿ,2.83
60060185ÿ,2.83
60060186ÿ,2.83
60060187ÿ,2.83
60060188ÿ,2.83
60060189ÿ,2.83
60060190ÿ,2.83
60060191ÿ,2.83
60060192ÿ,2.83
60060193ÿ,2.83
60060194ÿ,2.83
60060195ÿ,2.83
60060196ÿ,2.83
60060197ÿ,2.83
60060198ÿ,2.83
60060199ÿ,2.83
60060200ÿ,2.83
60060201ÿ,2.83
60060202ÿ,2.83
60060203ÿ,2.83
60060204ÿ,2.83
60060205ÿ,2.83
60060206ÿ,2.83
60070207ÿ,5.77
60070208ÿ,5.77
60070209ÿ,5.77
60070210ÿ,5.77
60070211ÿ,5.77
60070212ÿ,5.77
60070213ÿ,5.77
60070214ÿ,5.77
60070215ÿ,5.77
60070216ÿ,5.77
60070217ÿ,5.77
60070218ÿ,5.77
60070219ÿ,5.77
60070220ÿ,5.77
60070221ÿ,5.77
60070222ÿ,5.77
60070223ÿ,5.77
60070224ÿ,5.77
60070225ÿ,5.77
60070226ÿ,5.77
60070227ÿ,5.77
60070228ÿ,5.77
60070229ÿ,5.77
60070230ÿ,5.77
60070231ÿ,5.77
60070232ÿ,5.77
60070233ÿ,5.77
60070234ÿ,5.77
60070235ÿ,5.77
60070236ÿ,5.77
60070237ÿ,5.77
60070238ÿ,5.77
60070239ÿ,5.77
60080240ÿ,-0.18
60080241ÿ,-0.18
60080242ÿ,-0.18
60080243ÿ,-0.18
60080244ÿ,-0.18
60080245ÿ,-0.18
60080246ÿ,-0.18
60080247ÿ,-0.18
60080248ÿ,-0.18
60080249ÿ,-0.18
60080250ÿ,-0.18
60080251ÿ,-0.18
60080252ÿ,-0.18
60080253ÿ,-0.18
60080254ÿ,-0.18
60080255ÿ,-0.18
60080256ÿ,-0.18
60080257ÿ,-0.18
60080258ÿ,-0.18
60080259ÿ,-0.18
60080260ÿ,-0.18
60080261ÿ,-0.18
60080262ÿ,-0.18
60080263ÿ,-0.18
60080264ÿ,-0.18
60080265ÿ,-0.18
60080266ÿ,-0.18
60080267ÿ,-0.18
60080268ÿ,-0.18
60080269ÿ,-0.18
60080270ÿ,-0.18
60080271ÿ,-0.18
60080272ÿ,-0.18
60090273ÿ,1.23
60090274ÿ,1.23
60090275ÿ,1.23
60090276ÿ,1.23
60090277ÿ,1.23
60090278ÿ,1.23
60090279ÿ,1.23
60090280ÿ,1.23
60090281ÿ,1.23
60090282ÿ,1.23
60090283ÿ,1.23
60090284ÿ,1.23
60090285ÿ,1.23
60090286ÿ,1.23
60090287ÿ,1.23
60090288ÿ,1.23
60090289ÿ,1.23
60090290ÿ,1.23
60090291ÿ,1.23
60090292ÿ,1.23
60090293ÿ,1.23
60090294ÿ,1.23
60090295ÿ,1.23
60090296ÿ,1.23
60090297ÿ,1.23
60090298ÿ,1.23
60090299ÿ,1.23
60090300ÿ,1.23
60090301ÿ,1.23
60090302ÿ,1.23
60090303ÿ,1.23
60090304ÿ,1.23
60090305ÿ,1.23
60090306ÿ,1.23
60100307ÿ,0.17
60100308ÿ,0.17
60100309ÿ,0.17
60100310ÿ,0.17
60100311ÿ,0.17
60100312ÿ,0.17
60100313ÿ,0.17
60100314ÿ,0.17
60100315ÿ,0.17
60100316ÿ,0.17
60100317ÿ,0.17
60100318ÿ,0.17
60100319ÿ,0.17
60100320ÿ,0.17
60100321ÿ,0.17
60100322ÿ,0.17
60100323ÿ,0.17
60100324ÿ,0.17
60100325ÿ,0.17
60100326ÿ,0.17
60100327ÿ,0.17
60100328ÿ,0.17
60100329ÿ,0.17
60100330ÿ,0.17
60100331ÿ,0.17
60100332ÿ,0.17
60100333ÿ,0.17
60100334ÿ,0.17
60100335ÿ,0.17
60100336ÿ,0.17
60100337ÿ,0.17
60100338ÿ,0.17
60100339ÿ,0.17
60100340ÿ,0.17
60100341ÿ,0.17
60110342ÿ,2.83
60110343ÿ,2.83
60110344ÿ,2.83
60110345ÿ,2.83
60110346ÿ,2.83
60110347ÿ,2.83
60110348ÿ,2.83
60110349ÿ,2.83
60110350ÿ,2.83
60110351ÿ,2.83
60110352ÿ,2.83
60110353ÿ,2.83
60110354ÿ,2.83
60110355ÿ,2.83
60110356ÿ,2.83
60110357ÿ,2.83
60110358ÿ,2.83
60110359ÿ,2.83
60110360ÿ,2.83
60110361ÿ,2.83
60110362ÿ,2.83
60110363ÿ,2.83
60110364ÿ,2.83
60110365ÿ,2.83
60110366ÿ,2.83
60110367ÿ,2.83
60110368ÿ,2.83
60110369ÿ,2.83
60110370ÿ,2.83
60110371ÿ,2.83
60120372ÿ,1.23
60120373ÿ,1.23
60120374ÿ,1.23
60120375ÿ,1.23
60120376ÿ,1.23
60120377ÿ,1.23
60120378ÿ,1.23
60120379ÿ,1.23
60120380ÿ,1.23
60120381ÿ,1.23
60120382ÿ,1.23
60120383ÿ,1.23
60120384ÿ,1.23
60120385ÿ,1.23
60120386ÿ,1.23
60120387ÿ,1.23
60120388ÿ,1.23
60120389ÿ,1.23
60120390ÿ,1.23
60120391ÿ,1.23
60120392ÿ,1.23
60120393ÿ,1.23
60120394ÿ,1.23
60120395ÿ,1.23
60120396ÿ,1.23
60120397ÿ,1.23
60120398ÿ,1.23
60120399ÿ,1.23
60120400ÿ,1.23
60120401ÿ,1.23
60120402ÿ,1.23
60120403ÿ,1.23
60120404ÿ,1.23
60120405ÿ,1.23
60120406ÿ,1.23
60130407ÿ,-2.86
60130408ÿ,-2.86
60130409ÿ,-2.86
60130410ÿ,-2.86
60130411ÿ,-2.86
60130412ÿ,-2.86
60130413ÿ,-2.86
60130414ÿ,-2.86
60130415ÿ,-2.86
60130416ÿ,-2.86
60130417ÿ,-2.86
60130418ÿ,-2.86
60130419ÿ,-2.86
60130420ÿ,-2.86
60130421ÿ,-2.86
